forecaster,cycle,date,state,call,source,notes
Cook,1998,6/10/1997,RI,Lean R,CPR-1997-06-10-_97-_98governorRATINGS.pdf,
Cook,1998,6/10/1997,SC,Solid R,CPR-1997-06-10-_97-_98governorRATINGS.pdf,
Cook,1998,6/10/1997,SD,Solid R,CPR-1997-06-10-_97-_98governorRATINGS.pdf,
Cook,1998,6/10/1997,TN,Likely R,CPR-1997-06-10-_97-_98governorRATINGS.pdf,
Cook,1998,6/10/1997,TX,Solid R,CPR-1997-06-10-_97-_98governorRATINGS.pdf,
Cook,1998,6/10/1997,VT,Solid D,CPR-1997-06-10-_97-_98governorRATINGS.pdf,
Cook,1998,6/10/1997,WI,Likely R,CPR-1997-06-10-_97-_98governorRATINGS.pdf,
Cook,1998,6/10/1997,WY,Likely R,CPR-1997-06-10-_97-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,AK,Solid D,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,AL,Toss-up,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,AR,Solid R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,AZ,Lean R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,CA,Toss-up,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,CO,Toss-up,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,CT,Likely R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,FL,Lean R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,GA,Toss-up,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,HI,Toss-up,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,IA,Lean R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,ID,Solid R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,IL,Toss-up,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,KS,Solid R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,MA,Toss-up,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,MD,Toss-up,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,ME,Likely I,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,MI,Lean R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,MN,Toss-up,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,NE,Likely R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,NH,Solid D,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,NM,Toss-up,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,NV,Lean R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,NY,Likely R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,OH,Lean R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,OK,Solid R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,OR,Solid D,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,PA,Solid R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,RI,Toss-up,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,SC,Likely R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,SD,Solid R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,TN,Solid R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,TX,Solid R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,VT,Solid D,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,WI,Solid R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,7/30/1998,WY,Solid R,CPR-1998-07-30-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,AK,Likely D,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,AL,Likely R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,AR,Lean R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,AZ,Toss-up,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,CA,Toss-up,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,CO,Toss-up,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,CT,Lean R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,FL,Toss-up,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,GA,Toss-up,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,HI,Lean D,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,IA,Lean R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,ID,Solid R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,IL,Toss-up,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,KS,Solid R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,MA,Toss-up,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,MD,Toss-up,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,ME,Likely I,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,MI,Lean R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,MN,Toss-up,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,NE,Likely R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,NH,Likely D,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,NM,Lean R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,NV,Toss-up,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,NY,Likely R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,OH,Lean R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,OK,Likely R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,OR,Solid D,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,PA,Likely R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,RI,Lean R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,SC,Likely R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,SD,Solid R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,TN,Likely R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,TX,Solid R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,VT,Solid D,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,WI,Likely R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/20/1997,WY,Solid R,CPR-1997-08-20-_97-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,AK,Solid D,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,AL,Toss-up,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,AR,Solid R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,AZ,Lean R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,CA,Toss-up,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,CO,Toss-up,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,CT,Likely R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,FL,Lean R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,GA,Toss-up,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,HI,Toss-up,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,IA,Lean R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,ID,Solid R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,IL,Lean R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,KS,Solid R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,MA,Toss-up,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,MD,Toss-up,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,ME,Likely I,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,MI,Likely R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,MN,Toss-up,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,NE,Likely R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,NH,Solid D,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,NM,Toss-up,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,NV,Lean R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,NY,Likely R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,OH,Lean R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,OK,Solid R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,OR,Solid D,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,PA,Solid R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,RI,Toss-up,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,SC,Likely R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,SD,Solid R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,TN,Solid R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,TX,Solid R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,VT,Solid D,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,WI,Solid R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,8/28/1998,WY,Solid R,CPR-1998-08-28-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,AK,Solid D,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,AL,Toss-up,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,AR,Solid R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,AZ,Lean R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,CA,Toss-up,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,CO,Toss-up,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,CT,Likely R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,FL,Lean R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,GA,Toss-up,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,HI,Toss-up,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,IA,Lean R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,ID,Solid R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,IL,Lean R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,KS,Solid R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,MA,Toss-up,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,MD,Toss-up,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,ME,Likely I,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,MI,Likely R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,MN,Toss-up,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,NE,Lean R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,NH,Solid D,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,NM,Toss-up,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,NV,Toss-up,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,NY,Likely R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,OH,Lean R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,OK,Solid R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,OR,Solid D,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,PA,Solid R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,RI,Toss-up,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,SC,Lean R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,SD,Solid R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,TN,Solid R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,TX,Solid R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,VT,Solid D,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,WI,Solid R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,1998,9/18/1998,WY,Solid R,CPR-1998-09-18-_98governorRATINGS.pdf,
Cook,2000,10/25/2000,DE,Lean D,CPR-2000-10-25-_00governorRATINGS.pdf,
Cook,2000,10/25/2000,IN,Likely D,CPR-2000-10-25-_00governorRATINGS.pdf,
Cook,2000,10/25/2000,MO,Toss-up,CPR-2000-10-25-_00governorRATINGS.pdf,
Cook,2000,10/25/2000,MT,Toss-up,CPR-2000-10-25-_00governorRATINGS.pdf,
Cook,2000,10/25/2000,NC,Lean D,CPR-2000-10-25-_00governorRATINGS.pdf,
Cook,2000,10/25/2000,ND,Toss-up,CPR-2000-10-25-_00governorRATINGS.pdf,
Cook,2000,10/25/2000,NH,Toss-up,CPR-2000-10-25-_00governorRATINGS.pdf,
Cook,2000,10/25/2000,UT,Likely R,CPR-2000-10-25-_00governorRATINGS.pdf,
Cook,2000,10/25/2000,VT,Lean D,CPR-2000-10-25-_00governorRATINGS.pdf,
Cook,2000,10/25/2000,WA,Likely D,CPR-2000-10-25-_00governorRATINGS.pdf,
Cook,2000,10/25/2000,WV,Toss-up,CPR-2000-10-25-_00governorRATINGS.pdf,
Cook,2000,11/8/1999,DE,Toss-up,CPR-1999-11-08-_00governorRATINGS.pdf,
Cook,2000,11/8/1999,IN,Lean D,CPR-1999-11-08-_00governorRATINGS.pdf,
Cook,2000,11/8/1999,MO,Toss-up,CPR-1999-11-08-_00governorRATINGS.pdf,
Cook,2000,11/8/1999,MT,Toss-up,CPR-1999-11-08-_00governorRATINGS.pdf,
Cook,2000,11/8/1999,NC,Toss-up,CPR-1999-11-08-_00governorRATINGS.pdf,
Cook,2000,11/8/1999,ND,Toss-up,CPR-1999-11-08-_00governorRATINGS.pdf,
Cook,2000,11/8/1999,NH,Likely D,CPR-1999-11-08-_00governorRATINGS.pdf,
Cook,2000,11/8/1999,UT,Solid R,CPR-1999-11-08-_00governorRATINGS.pdf,
Cook,2000,11/8/1999,VT,Solid D,CPR-1999-11-08-_00governorRATINGS.pdf,
Cook,2000,11/8/1999,WA,Solid D,CPR-1999-11-08-_00governorRATINGS.pdf,
Cook,2000,11/8/1999,WV,Toss-up,CPR-1999-11-08-_00governorRATINGS.pdf,
Cook,2000,12/14/1999,DE,Toss-up,CPR-1999-12-14-_00governorRATINGS.pdf,
Cook,2000,12/14/1999,IN,Lean D,CPR-1999-12-14-_00governorRATINGS.pdf,
Cook,2000,12/14/1999,MO,Toss-up,CPR-1999-12-14-_00governorRATINGS.pdf,
Cook,2000,12/14/1999,MT,Toss-up,CPR-1999-12-14-_00governorRATINGS.pdf,
Cook,2000,12/14/1999,NC,Toss-up,CPR-1999-12-14-_00governorRATINGS.pdf,
Cook,2000,12/14/1999,ND,Toss-up,CPR-1999-12-14-_00governorRATINGS.pdf,
Cook,2000,12/14/1999,NH,Likely D,CPR-1999-12-14-_00governorRATINGS.pdf,
Cook,2000,12/14/1999,UT,Solid R,CPR-1999-12-14-_00governorRATINGS.pdf,
Cook,2000,12/14/1999,VT,Solid D,CPR-1999-12-14-_00governorRATINGS.pdf,
Cook,2000,12/14/1999,WA,Solid D,CPR-1999-12-14-_00governorRATINGS.pdf,
Cook,2000,12/14/1999,WV,Toss-up,CPR-1999-12-14-_00governorRATINGS.pdf,
Cook,2000,12/21/1998,DE,Toss-up,CPR-1998-12-21-_99-_00governorRATINGS.pdf,
Cook,2000,12/21/1998,IN,Likely D,CPR-1998-12-21-_99-_00governorRATINGS.pdf,
Cook,2000,12/21/1998,MO,Toss-up,CPR-1998-12-21-_99-_00governorRATINGS.pdf,
Cook,2000,12/21/1998,MT,Toss-up,CPR-1998-12-21-_99-_00governorRATINGS.pdf,
Cook,2000,12/21/1998,NC,Toss-up,CPR-1998-12-21-_99-_00governorRATINGS.pdf,
Cook,2000,12/21/1998,ND,Solid R,CPR-1998-12-21-_99-_00governorRATINGS.pdf,
Cook,2000,12/21/1998,NH,Likely D,CPR-1998-12-21-_99-_00governorRATINGS.pdf,
Cook,2000,12/21/1998,UT,Solid R,CPR-1998-12-21-_99-_00governorRATINGS.pdf,
Cook,2000,12/21/1998,VT,Likely D,CPR-1998-12-21-_99-_00governorRATINGS.pdf,
Cook,2000,12/21/1998,WA,Likely D,CPR-1998-12-21-_99-_00governorRATINGS.pdf,
Cook,2000,12/21/1998,WV,Lean R,CPR-1998-12-21-_99-_00governorRATINGS.pdf,
Cook,2000,2/4/2000,DE,Toss-up,CPR-2000-02-04-_00governorRATINGS.pdf,
Cook,2000,2/4/2000,IN,Lean D,CPR-2000-02-04-_00governorRATINGS.pdf,
Cook,2000,2/4/2000,MO,Toss-up,CPR-2000-02-04-_00governorRATINGS.pdf,
Cook,2000,2/4/2000,MT,Toss-up,CPR-2000-02-04-_00governorRATINGS.pdf,
Cook,2000,2/4/2000,NC,Toss-up,CPR-2000-02-04-_00governorRATINGS.pdf,
Cook,2000,2/4/2000,ND,Toss-up,CPR-2000-02-04-_00governorRATINGS.pdf,
Cook,2000,2/4/2000,NH,Likely D,CPR-2000-02-04-_00governorRATINGS.pdf,
Cook,2000,2/4/2000,UT,Solid R,CPR-2000-02-04-_00governorRATINGS.pdf,
Cook,2000,2/4/2000,VT,Solid D,CPR-2000-02-04-_00governorRATINGS.pdf,
Cook,2000,2/4/2000,WA,Solid D,CPR-2000-02-04-_00governorRATINGS.pdf,
Cook,2000,2/4/2000,WV,Toss-up,CPR-2000-02-04-_00governorRATINGS.pdf,
Cook,2000,3/15/1999,DE,Toss-up,CPR-1999-03-15-_99-_00governorRATINGS.pdf,
Cook,2000,3/15/1999,IN,Likely D,CPR-1999-03-15-_99-_00governorRATINGS.pdf,
Cook,2000,3/15/1999,MO,Toss-up,CPR-1999-03-15-_99-_00governorRATINGS.pdf,
Cook,2000,3/15/1999,MT,Toss-up,CPR-1999-03-15-_99-_00governorRATINGS.pdf,
Cook,2000,3/15/1999,NC,Toss-up,CPR-1999-03-15-_99-_00governorRATINGS.pdf,
Cook,2000,3/15/1999,ND,Solid R,CPR-1999-03-15-_99-_00governorRATINGS.pdf,
Cook,2000,3/15/1999,NH,Likely D,CPR-1999-03-15-_99-_00governorRATINGS.pdf,
Cook,2000,3/15/1999,UT,Solid R,CPR-1999-03-15-_99-_00governorRATINGS.pdf,
Cook,2000,3/15/1999,VT,Likely D,CPR-1999-03-15-_99-_00governorRATINGS.pdf,
Cook,2000,3/15/1999,WA,Likely D,CPR-1999-03-15-_99-_00governorRATINGS.pdf,
Cook,2000,3/15/1999,WV,Lean R,CPR-1999-03-15-_99-_00governorRATINGS.pdf,
Cook,2000,3/22/2000,DE,Toss-up,CPR-2000-03-22-_00governorRATINGS.pdf,
Cook,2000,3/22/2000,IN,Lean D,CPR-2000-03-22-_00governorRATINGS.pdf,
Cook,2000,3/22/2000,MO,Toss-up,CPR-2000-03-22-_00governorRATINGS.pdf,
Cook,2000,3/22/2000,MT,Toss-up,CPR-2000-03-22-_00governorRATINGS.pdf,
Cook,2000,3/22/2000,NC,Toss-up,CPR-2000-03-22-_00governorRATINGS.pdf,
Cook,2000,3/22/2000,ND,Toss-up,CPR-2000-03-22-_00governorRATINGS.pdf,
Cook,2000,3/22/2000,NH,Likely D,CPR-2000-03-22-_00governorRATINGS.pdf,
Cook,2000,3/22/2000,UT,Solid R,CPR-2000-03-22-_00governorRATINGS.pdf,
Cook,2000,3/22/2000,VT,Solid D,CPR-2000-03-22-_00governorRATINGS.pdf,
Cook,2000,3/22/2000,WA,Likely D,CPR-2000-03-22-_00governorRATINGS.pdf,
Cook,2000,3/22/2000,WV,Toss-up,CPR-2000-03-22-_00governorRATINGS.pdf,
Cook,2000,4/14/2000,DE,Toss-up,CPR-2000-04-14-_00governorRATINGS.pdf,
Cook,2000,4/14/2000,IN,Lean D,CPR-2000-04-14-_00governorRATINGS.pdf,
Cook,2000,4/14/2000,MO,Toss-up,CPR-2000-04-14-_00governorRATINGS.pdf,
Cook,2000,4/14/2000,MT,Toss-up,CPR-2000-04-14-_00governorRATINGS.pdf,
Cook,2000,4/14/2000,NC,Toss-up,CPR-2000-04-14-_00governorRATINGS.pdf,
Cook,2000,4/14/2000,ND,Toss-up,CPR-2000-04-14-_00governorRATINGS.pdf,
Cook,2000,4/14/2000,NH,Likely D,CPR-2000-04-14-_00governorRATINGS.pdf,
Cook,2000,4/14/2000,UT,Solid R,CPR-2000-04-14-_00governorRATINGS.pdf,
Cook,2000,4/14/2000,VT,Solid D,CPR-2000-04-14-_00governorRATINGS.pdf,
Cook,2000,4/14/2000,WA,Likely D,CPR-2000-04-14-_00governorRATINGS.pdf,
Cook,2000,4/14/2000,WV,Toss-up,CPR-2000-04-14-_00governorRATINGS.pdf,
Cook,2000,5/31/2000,DE,Toss-up,CPR-2000-05-31-_00governorRATINGS.pdf,
Cook,2000,5/31/2000,IN,Lean D,CPR-2000-05-31-_00governorRATINGS.pdf,
Cook,2000,5/31/2000,MO,Toss-up,CPR-2000-05-31-_00governorRATINGS.pdf,
Cook,2000,5/31/2000,MT,Toss-up,CPR-2000-05-31-_00governorRATINGS.pdf,
Cook,2000,5/31/2000,NC,Toss-up,CPR-2000-05-31-_00governorRATINGS.pdf,
Cook,2000,5/31/2000,ND,Toss-up,CPR-2000-05-31-_00governorRATINGS.pdf,
Cook,2000,5/31/2000,NH,Likely D,CPR-2000-05-31-_00governorRATINGS.pdf,
Cook,2000,5/31/2000,UT,Likely R,CPR-2000-05-31-_00governorRATINGS.pdf,
Cook,2000,5/31/2000,VT,Solid D,CPR-2000-05-31-_00governorRATINGS.pdf,
Cook,2000,5/31/2000,WA,Likely D,CPR-2000-05-31-_00governorRATINGS.pdf,
Cook,2000,5/31/2000,WV,Toss-up,CPR-2000-05-31-_00governorRATINGS.pdf,
Cook,2000,6/14/1999,DE,Toss-up,CPR-1999-06-14-_99-_00governorRATINGS.pdf,
Cook,2000,6/14/1999,IN,Likely D,CPR-1999-06-14-_99-_00governorRATINGS.pdf,
Cook,2000,6/14/1999,MO,Toss-up,CPR-1999-06-14-_99-_00governorRATINGS.pdf,
Cook,2000,6/14/1999,MT,Toss-up,CPR-1999-06-14-_99-_00governorRATINGS.pdf,
Cook,2000,6/14/1999,NC,Toss-up,CPR-1999-06-14-_99-_00governorRATINGS.pdf,
Cook,2000,6/14/1999,ND,Solid R,CPR-1999-06-14-_99-_00governorRATINGS.pdf,
Cook,2000,6/14/1999,NH,Likely D,CPR-1999-06-14-_99-_00governorRATINGS.pdf,
Cook,2000,6/14/1999,UT,Solid R,CPR-1999-06-14-_99-_00governorRATINGS.pdf,
Cook,2000,6/14/1999,VT,Likely D,CPR-1999-06-14-_99-_00governorRATINGS.pdf,
Cook,2000,6/14/1999,WA,Likely D,CPR-1999-06-14-_99-_00governorRATINGS.pdf,
Cook,2000,6/14/1999,WV,Lean R,CPR-1999-06-14-_99-_00governorRATINGS.pdf,
Cook,2000,6/23/2000,DE,Toss-up,CPR-2000-06-23-_00governorRATINGS.pdf,
Cook,2000,6/23/2000,IN,Lean D,CPR-2000-06-23-_00governorRATINGS.pdf,
Cook,2000,6/23/2000,MO,Toss-up,CPR-2000-06-23-_00governorRATINGS.pdf,
Cook,2000,6/23/2000,MT,Toss-up,CPR-2000-06-23-_00governorRATINGS.pdf,
Cook,2000,6/23/2000,NC,Toss-up,CPR-2000-06-23-_00governorRATINGS.pdf,
Cook,2000,6/23/2000,ND,Toss-up,CPR-2000-06-23-_00governorRATINGS.pdf,
Cook,2000,6/23/2000,NH,Likely D,CPR-2000-06-23-_00governorRATINGS.pdf,
Cook,2000,6/23/2000,UT,Solid R,CPR-2000-06-23-_00governorRATINGS.pdf,
Cook,2000,6/23/2000,VT,Solid D,CPR-2000-06-23-_00governorRATINGS.pdf,
Cook,2000,6/23/2000,WA,Likely D,CPR-2000-06-23-_00governorRATINGS.pdf,
Cook,2000,6/23/2000,WV,Toss-up,CPR-2000-06-23-_00governorRATINGS.pdf,
Cook,2000,8/11/1999,DE,Toss-up,CPR-1999-08-11-_99-_00governorRATINGS.pdf,
Cook,2000,8/11/1999,IN,Lean D,CPR-1999-08-11-_99-_00governorRATINGS.pdf,
Cook,2000,8/11/1999,MO,Toss-up,CPR-1999-08-11-_99-_00governorRATINGS.pdf,
Cook,2000,8/11/1999,MT,Toss-up,CPR-1999-08-11-_99-_00governorRATINGS.pdf,
Cook,2000,8/11/1999,NC,Toss-up,CPR-1999-08-11-_99-_00governorRATINGS.pdf,
Cook,2000,8/11/1999,ND,Solid R,CPR-1999-08-11-_99-_00governorRATINGS.pdf,
Cook,2000,8/11/1999,NH,Likely D,CPR-1999-08-11-_99-_00governorRATINGS.pdf,
Cook,2000,8/11/1999,UT,Solid R,CPR-1999-08-11-_99-_00governorRATINGS.pdf,
Cook,2000,8/11/1999,VT,Solid D,CPR-1999-08-11-_99-_00governorRATINGS.pdf,
Cook,2000,8/11/1999,WA,Solid D,CPR-1999-08-11-_99-_00governorRATINGS.pdf,
